12646,0.0,0.0,0.05882352941176472,0.0423728813559322,1.0654014729993984,1.0648945538059351,0.8260869565217391,-0.40583963458705175,2.0,1,2.0812161793159274,2.0,0
11125,0.0,0.0,0.0,0.016949152542372947,1.0654014729993984,1.0648945538059351,0.9565217391304348,-0.40583963458705175,2.0,0,0.6571073379787608,1.0,0
9663,1.0,0.0,0.6470588235294118,0.6355932203389831,-0.056874644301093014,-0.07160473045757668,0.3913043478260869,-0.40583963458705175,2.0,0,0.28288895631351996,1.0,0
10368,1.0,0.0,0.823529411764706,0.8220338983050848,1.0654014729993984,1.0648945538059351,0.17391304347826086,-0.40583963458705175,2.0,1,1.1040904049677984,2.0,0
9663,1.0,0.0,0.5882352941176471,0.5593220338983051,-0.056874644301093014,-0.07160473045757668,0.8695652173913043,-0.40583963458705175,2.0,1,2.289115280241061,1.0,0
9663,1.0,0.0,0.7058823529411765,0.6864406779661016,-0.056874644301093014,-0.07160473045757668,0.17391304347826086,-0.40583963458705175,2.0,0,-0.018564740027924055,1.0,0
7280,1.0,0.0,0.11764705882352944,0.11864406779661019,-1.0903677424188847,-0.9589757503495322,0.6521739130434783,-0.40583963458705175,1.0,0,-0.4655478070169617,1.0,0
8066,1.0,0.0,0.5882352941176471,0.5593220338983051,-0.056874644301093014,-0.07160473045757668,0.3913043478260869,-0.40583963458705175,2.0,0,0.4284183269611136,1.0,0
15342,0.0,0.0,0.05882352941176472,0.0423728813559322,1.0654014729993984,1.0648945538059351,0.8260869565217391,-0.40583963458705175,2.0,0,-0.0705395152592075,1.0,0
15554,1.0,0.0,0.5882352941176471,0.5847457627118644,1.0654014729993984,1.0648945538059351,0.8260869565217391,-0.40583963458705175,2.0,0,-0.2992285262768547,1.0,0
3100,0.0,0.0,0.5294117647058824,0.5338983050847457,-1.7119177824972174,-0.9589757503495322,0.6956521739130435,-0.40583963458705175,0.0,0,-1.058060244653593,0.0,1
5530,0.0,0.0,0.5882352941176471,0.6101694915254237,-0.056874644301093014,-0.07160473045757668,0.9565217391304348,-0.40583963458705175,0.0,0,-0.9229258290522561,0.0,1
13067,1.0,0.0,0.5882352941176471,0.5847457627118644,-0.056874644301093014,-0.07160473045757668,1.0,-0.40583963458705175,2.0,1,2.153980864639724,1.0,0
11432,0.0,0.0,0.7058823529411765,0.6864406779661016,-0.056874644301093014,-0.07160473045757668,0.21739130434782608,-0.40583963458705175,2.0,1,1.2808046407541622,2.0,0
5000,0.0,0.0,0.9411764705882352,0.923728813559322,1.0654014729993984,1.0648945538059351,0.7391304347826086,-0.40583963458705175,1.0,0,-0.8293712336359459,0.0,1
5403,0.0,0.0,0.2941176470588235,0.2627118644067796,-1.0903677424188847,-1.6410552109703629,0.3913043478260869,-0.40389918029561417,0.0,0,-0.9021359189597427,0.0,1
1965,0.0,1.0,0.2941176470588235,0.2627118644067796,-1.7119177824972174,-0.9589757503495322,0.6086956521739131,-0.40583963458705175,0.0,0,-1.0476652896073364,0.0,1
3948,0.0,0.0,0.9999999999999999,1.0,1.0654014729993984,1.0648945538059351,0.8260869565217391,-0.40583963458705175,2.0,0,-0.11211933544423426,1.0,0
7160,0.0,0.0,0.47058823529411764,0.48305084745762716,1.0654014729993984,1.0648945538059351,0.5217391304347826,-0.40583963458705175,2.0,0,-0.3512033015081381,1.0,0
5228,0.0,0.0,0.5882352941176471,0.5593220338983051,-1.0903677424188847,-1.6410552109703629,0.6956521739130435,2.7963956971609942,0.0,0,-0.8813460088672292,0.0,1
6513,0.0,0.0,0.823529411764706,0.847457627118644,1.0654014729993984,1.0648945538059351,0.6956521739130435,-0.40583963458705175,2.0,0,-0.11211933544423426,1.0,0
